userid	newsId
1412021	100654303
186006	100654204
186006	100655044
186006	100653403
186006	100654022
186006	100654303
186006	100654455
186006	100653933
186006	100655104
186006	100655008
186006	100654737
1160116	100651182
1160116	100652966
1160116	100653515
1160116	100654204
1160116	100653785
1160116	100650261
1160116	100650696
1160116	100650677
1160116	100650617
1160116	100650488
64472	100654204
64472	100654303
64472	100654837
64472	100653403
64472	100654022
64472	100654995
64472	100654856
64472	100654853
64472	100654733
64472	100654705
471642	100654995
471642	100654455
471642	100655044
471642	100655033
471642	100655104
471642	100655145
471642	100654404
471642	100654847
471642	100651343
471642	100655092
6917492	100654204
6917492	100654022
6917492	100654455
6917492	100651276
6917492	100655104
6917492	100651716
6917492	100653933
6917492	100652686
6917492	100650527
6917492	100654734
9366504	100654204
9366504	100654022
9366504	100653933
9366504	100651276
9366504	100653892
9366504	100655030
9366504	100651265
9366504	100651182
2354500	100654455
2354500	100654847
2354500	100654733
2354500	100654434
2354500	100654995
2354500	100654429
2354500	100654762
2354500	100654734
2354500	100654776
2354500	100654746
5464235	100655104
5464235	100654303
5464235	100651469
5464235	100653362
5464235	100645428
5464235	100654178
5464235	100654204
5464235	100645543
7188335	100655104
7188335	100655148
7188335	100645543
7188335	100654734
7188335	100654733
7188335	100654434
7188335	100654404
7188335	100654178
7188335	100651763
7188335	100651324
165404	100654434
165404	100655181
165404	100655208
165404	100654734
165404	100635938
165404	100654574
165404	100654551
165404	100654455
165404	100654945
165404	100654204
1688884	100654204
1688884	100654455
1688884	100655148
1688884	100653826
1688884	100651182
1688884	100653515
1688884	100654837
1688884	100655212
1688884	100655104
1688884	100654303
3317937	100653515
3317937	100652966
3317937	100651182
3317937	100654303
3317937	100654204
3317937	100655104
3317937	100653275
3317937	100654705
3317937	100654498
3317937	100655044
32692	100655044
32692	100654455
32692	100655208
32692	100655008
32692	100655104
32692	100654847
32692	100654339
32692	100654999
32692	100654705
32692	100655248
309042	100655181
309042	100654455
309042	100651308
309042	100651182
309042	100655044
309042	100653275
309042	100652966
309042	100651676
309042	100654837
309042	100655008
432066	100654204
432066	100654455
432066	100651182
432066	100654847
432066	100654734
432066	100654022
432066	100653515
432066	100655044
432066	100654339
432066	100654995
444892	100651182
444892	100652966
444892	100653515
444892	100653403
444892	100654204
1433827	100654204
1433827	100654455
1433827	100654847
1433827	100651182
1433827	100654734
1433827	100654022
1433827	100655104
1433827	100655008
1433827	100653515
1433827	100655113
36995	100654455
36995	100654733
36995	100654434
36995	100654734
36995	100651308
36995	100654059
36995	100654034
36995	100651419
36995	100655181
36995	100654847
3952443	100654204
3952443	100651276
3952443	100655104
3952443	100651265
3952443	100654022
3952443	100654476
3952443	100654455
3952443	100651469
3952443	100651344
3952443	100654434
1101517	100654204
1101517	100654022
1101517	100651276
1101517	100655104
1101517	100655030
1101517	100653933
1101517	100653892
1101517	100653515
1101517	100651469
1101517	100651344
1254500	100654204
1254500	100654022
75398	100654204
75398	100654455
75398	100651182
75398	100654847
75398	100655008
75398	100653515
75398	100654734
75398	100654022
75398	100655104
75398	100654303
3039497	100654734
3039497	100654733
3039497	100654455
3039497	100654999
3039497	100654339
3039497	100654429
3039497	100655104
3039497	100654847
3039497	100655008
3039497	100655248
3590416	100654204
3590416	100655148
3590416	100654455
3590416	100654022
3590416	100651402
3590416	100655104
3590416	100654178
3590416	100654429
3590416	100653298
3590416	100650527
5198605	100654204
5198605	100654022
5198605	100651276
5198605	100654455
5198605	100652686
5198605	100650527
5198605	100655104
5198605	100653351
5198605	100653327
5198605	100652966
248022	100654204
248022	100654455
248022	100655008
248022	100654847
248022	100651182
248022	100654303
248022	100655104
248022	100654733
248022	100655113
248022	100654434
274981	100654204
274981	100654022
274981	100651276
274981	100651265
4028182	100654204
4028182	100654022
4028182	100653933
4028182	100653892
4028182	100655030
374242	100654204
374242	100654945
374242	100654776
374242	100655148
374242	100654580
374242	100654556
374242	100654303
374242	100654022
374242	100651469
2629449	100654455
2629449	100654733
2629449	100654429
2629449	100654434
2629449	100654734
2629449	100654847
2629449	100654705
2629449	100655104
2629449	100652621
2629449	100654856
2279930	100654847
2279930	100654455
2279930	100655008
2279930	100655148
2279930	100651182
2279930	100653515
2279930	100655104
2279930	100654204
2279930	100654434
2279930	100654302
222630	100651182
222630	100654204
222630	100654455
222630	100654734
222630	100654733
222630	100652966
222630	100654847
222630	100655044
222630	100654022
222630	100655033
534386	100654204
534386	100654455
534386	100651182
534386	100654733
534386	100654434
534386	100654022
534386	100654847
534386	100653515
534386	100654734
534386	100654776
1962505	100654204
1962505	100654455
1962505	100651182
1962505	100654733
1962505	100654734
1962505	100654847
1962505	100655008
1962505	100654022
1962505	100653515
1962505	100654434
8757893	100654204
8757893	100654022
8757893	100653403
8757893	100651276
8757893	100655030
8757893	100653933
8757893	100651880
8757893	100651809
200931	100654434
200931	100654455
200931	100655148
200931	100655008
200931	100654847
200931	100654776
200931	100653617
200931	100654600
200931	100655088
200931	100654734
1985329	100655104
1985329	100654455
1985329	100655212
1985329	100654303
1985329	100654204
1985329	100655148
1985329	100654178
1985329	100653826
1985329	100651182
1985329	100645543
7219643	100654204
7219643	100651344
7219643	100654022
7219643	100651276
7219643	100651469
7219643	100653403
7219643	100653351
7219643	100653327
7219643	100651247
7219643	100650992
980495	100651182
980495	100652966
980495	100653515
980495	100654204
980495	100653892
980495	100653878
980495	100653543
980495	100653351
980495	100653308
980495	100652998
1677787	100654204
1677787	100654455
1677787	100651343
1677787	100654034
1677787	100654059
1677787	100655008
1677787	100653403
1677787	100655212
1677787	100654114
1677787	100637715
3020406	100654204
3020406	100653403
3020406	100654022
3020406	100651880
3020406	100651809
596511	100654204
596511	100654455
596511	100654733
596511	100651182
596511	100654847
596511	100655104
596511	100653515
596511	100654434
596511	100654734
596511	100654022
2782655	100651182
2782655	100652966
2782655	100653515
2782655	100654204
2782655	100651950
2782655	100653275
2782655	100651469
2782655	100650677
2782655	100651215
2782655	100651048
3705268	100651182
3705268	100652966
3705268	100653515
3705268	100653403
3705268	100654204
3705268	100653892
3705268	100653878
3705268	100653543
3705268	100653351
3705268	100653308
5184880	100655104
5184880	100654455
5184880	100645543
5184880	100654178
5184880	100654945
5184880	100655148
5184880	100654204
3439851	100654455
3439851	100654434
3439851	100654204
3439851	100654733
3439851	100651182
3439851	100654847
3439851	100654429
3439851	100633983
3439851	100654776
3439851	100654995
1587831	100651182
1587831	100653515
1587831	100654204
1587831	100655148
1587831	100654302
1587831	100655044
1587831	100655042
1587831	100654945
1587831	100651276
1587831	100653826
19079	100654455
19079	100654733
19079	100654847
19079	100654734
19079	100655104
19079	100654204
19079	100655008
19079	100654434
19079	100655044
19079	100654429
244385	100654204
244385	100654455
244385	100651182
244385	100654022
244385	100655044
244385	100655104
244385	100653515
244385	100654847
244385	100655008
244385	100654303
4158943	100654455
4158943	100654204
4158943	100654022
4158943	100655123
4158943	100651276
4158943	100654600
4158943	100653617
4158943	100655148
4158943	100655088
4158943	100655044
6009173	100654455
6009173	100654204
6009173	100654434
6009173	100651182
6009173	100654734
6009173	100654733
6009173	100654429
6009173	100655104
6009173	100654776
6009173	100653515
2715003	100654204
2715003	100654022
2715003	100653933
2715003	100653892
292753	100651182
292753	100652966
292753	100633983
292753	100651716
292753	100650316
292753	100649646
292753	100653804
292753	100647369
292753	100638432
292753	100635335
423053	100651182
423053	100653515
423053	100652966
423053	100653617
423053	100653403
423053	100654204
423053	100653892
423053	100653878
423053	100653543
423053	100653351
6676571	100654303
6676571	100651469
6676571	100654204
6676571	100653826
6676571	100655148
6676571	100654945
6676571	100654455
5211715	100655104
5211715	100654847
5211715	100654734
5211715	100654733
5211715	100654339
5211715	100654762
5211715	100654455
5211715	100653438
5211715	100654712
5211715	100654837
2573201	100654455
2573201	100652911
2573201	100654204
2573201	100655216
2573201	100655181
2573201	100653362
2573201	100645428
2573201	100654995
2573201	100655113
2573201	100654762
440129	100654455
440129	100654204
440129	100654733
440129	100651182
440129	100654847
440129	100655044
440129	100654734
440129	100655104
440129	100654022
440129	100655008
2592742	100654204
2592742	100651182
2592742	100653515
2592742	100654303
2592742	100654455
2592742	100655212
2592742	100655148
2592742	100509668
2592742	100654945
2592742	100654302
538595	100654204
538595	100653403
538595	100651308
538595	100653933
538595	100655104
538595	100654455
538595	100654294
538595	100655212
538595	100655008
538595	100655033
491490	100654204
491490	100654455
491490	100651182
491490	100654022
491490	100654733
491490	100654847
491490	100653515
491490	100655104
491490	100655113
491490	100655161
337885	100654059
337885	100654034
337885	100655008
337885	100655235
337885	100654455
337885	100655104
337885	100655044
337885	100654521
337885	100654339
337885	100637715
2095194	100654455
2095194	100654303
2095194	100655008
2095194	100654746
2095194	100654498
2095194	100654847
2095194	100655033
2095194	100655044
2095194	100654760
2095194	100654705
452683	100654204
452683	100651182
452683	100654455
452683	100653515
452683	100654022
452683	100654303
452683	100653351
452683	100653403
452683	100652966
452683	100655044
9031558	100654204
9031558	100654022
4843363	100654455
4843363	100654204
4843363	100654434
4843363	100654733
4843363	100651182
4843363	100654847
4843363	100654429
4843363	100654776
4843363	100654734
4843363	100654303
3336341	100654455
3336341	100654204
3336341	100654995
3336341	100653933
3336341	100655113
3336341	100654339
3336341	100651182
3336341	100654498
3336341	100654847
3336341	100655033
108703	100654204
108703	100654455
108703	100651182
108703	100654022
108703	100654733
108703	100653515
108703	100654303
108703	100654434
108703	100654556
108703	100655044
222803	100654455
222803	100654204
222803	100654733
222803	100654847
222803	100651182
222803	100655008
222803	100654434
222803	100655113
222803	100654303
222803	100654746
9242423	100654455
9242423	100655181
9242423	100654429
9242423	100654434
9242423	100654847
9242423	100651182
9242423	100654204
9242423	100655008
9242423	100654776
9242423	100654760
65714	100655033
65714	100651308
65714	100651343
65714	100651321
65714	100654059
65714	100654034
65714	100655044
65714	100655181
65714	100655145
65714	100654404
4259568	100651182
4259568	100653515
4259568	100652966
4259568	100654204
4259568	100653617
4259568	100653302
4259568	100653785
4259568	100649292
4259568	100646812
4716761	100654204
4716761	100651276
4716761	100651265
4716761	100655104
4716761	100651469
4716761	100651344
4716761	100446085
321809	100655123
321809	100655181
321809	100654455
321809	100655092
321809	100655044
321809	100655187
321809	100655119
321809	100654926
321809	100654837
321809	100654365
3612320	100651182
3612320	100653515
3612320	100653275
3612320	100652966
3612320	100653403
3612320	100651232
3612320	100639505
3612320	100654204
3612320	100651950
3612320	100651676
5843275	100654204
5843275	100654022
5843275	100653515
5843275	100653298
4317522	100654455
4317522	100654733
4317522	100654847
4317522	100655008
4317522	100654429
4317522	100654434
4317522	100654734
4317522	100655104
4317522	100655113
4317522	100651321
7639382	100654204
7639382	100654022
7639382	100653933
7639382	100655104
7639382	100653892
7639382	100655148
7639382	100655030
7639382	100654455
398471	100654204
398471	100654455
398471	100651182
398471	100655008
398471	100655104
398471	100654022
398471	100654847
398471	100655044
398471	100653403
398471	100654734
8648041	100651182
8648041	100653515
8648041	100652966
8648041	100654204
8648041	100651950
8648041	100653275
8648041	100650261
8648041	100650720
8648041	100650696
8648041	100650677
3828663	100651182
3828663	100653515
3828663	100652966
3828663	100654204
3828663	100653351
3828663	100654294
3828663	100654109
3828663	100653785
3828663	100653327
3828663	100487321
3570729	100654204
3570729	100655148
3570729	100654455
3570729	100655104
3570729	100653617
3570729	100655088
3570729	100654600
3570729	100654556
3570729	100654237
3570729	100651335
4236235	100654455
4236235	100654204
4236235	100651182
4236235	100654434
4236235	100654022
4236235	100654847
4236235	100655008
4236235	100654303
4236235	100654733
4236235	100653515
627665	100654204
627665	100654455
627665	100651182
627665	100654847
627665	100655044
627665	100654022
627665	100653515
627665	100654303
627665	100655008
627665	100655104
1387571	100651182
1387571	100654455
1387571	100654204
1387571	100653515
1387571	100651276
1387571	100654551
1387571	100655148
693043	100653515
693043	100651182
693043	100655148
693043	100654945
693043	100653826
693043	100655104
693043	100654434
693043	100509668
693043	100655044
693043	100655042
5163949	100651182
5163949	100652966
5163949	100653515
5163949	100654204
5163949	100651950
5163949	100653275
5163949	100649853
5163949	100649924
5163949	100650144
5163949	100650156
599212	100654204
599212	100653403
599212	100654776
599212	100654455
599212	100653990
599212	100655104
599212	100655033
599212	100654404
599212	100654022
45765	100654204
45765	100654455
45765	100651182
45765	100655044
45765	100655008
45765	100654022
45765	100655104
45765	100654498
45765	100654733
45765	100654434
168914	100654204
168914	100654455
168914	100654733
168914	100654022
168914	100654847
168914	100651344
168914	100654734
168914	100566241
168914	100654776
168914	100654809
160531	100654204
160531	100654303
160531	100655033
160531	100655008
160531	100654471
160531	100654337
160531	100654109
160531	100654022
160531	100653416
160531	100649266
5521582	100654204
5521582	100655104
5521582	100654455
5521582	100654022
5521582	100655212
5521582	100654837
5521582	100654734
5521582	100654303
5521582	100653826
5521582	100645543
9675620	100654204
9675620	100651182
9675620	100654455
9675620	100654303
9675620	100654022
9675620	100654434
9675620	100654733
9675620	100653403
9675620	100653515
9675620	100651469
27337	100654204
27337	100654455
27337	100651182
27337	100654847
27337	100654022
27337	100653515
27337	100654734
27337	100654303
27337	100654733
27337	100654109
1690659	100654204
1690659	100654455
1690659	100651308
1690659	100655008
1690659	100654746
1690659	100655104
1690659	100654294
1690659	100655212
1690659	100655033
1690659	100654615
109441	100654204
109441	100651182
109441	100654022
109441	100654455
109441	100654303
109441	100653515
109441	100653351
109441	100652966
109441	100654109
109441	100408171
7117145	100651182
7117145	100652966
7117145	100653515
7117145	100654204
7117145	100654705
7117145	100654498
7117145	100654294
7117145	100654109
7117145	100653351
7117145	100653327
6464912	100654204
6464912	100654022
6464912	100653933
6464912	100653892
6464912	100653853
6464912	100653740
6464912	100653403
1044672	100655044
1044672	100654995
1044672	100654455
1044672	100655104
1044672	100655008
1044672	100509668
1044672	100655212
1044672	100654303
1044672	100655148
1044672	100654339
9516084	100654204
9516084	100654455
9516084	100651182
9516084	100654733
9516084	100654847
9516084	100655181
9516084	100654022
9516084	100654429
9516084	100654434
9516084	100653515
826407	100654204
826407	100654022
826407	100651276
826407	100651265
2210077	100654455
2210077	100654204
2210077	100655044
2210077	100651182
2210077	100654434
2210077	100654733
2210077	100655104
2210077	100654847
2210077	100654022
2210077	100654303
3240252	100654204
3240252	100655104
3240252	100654303
3240252	100651469
3240252	100654022
3240252	100653362
3240252	100645428
3240252	100655212
3240252	100655148
3240252	100654837
7343151	100654204
7343151	100654022
7343151	100651344
7343151	100653403
7343151	100653351
7343151	100653327
7343151	100651469
7343151	100652686
7343151	100651276
7343151	100650527
1976697	100654204
1976697	100654022
1976697	100653515
1976697	100651182
190837	100654204
190837	100655104
190837	100654365
190837	100653986
190837	100654288
190837	100654298
190837	100655148
190837	100654434
190837	100654339
190837	100655231
65908	100654455
65908	100655044
65908	100653403
65908	100651182
65908	100655033
65908	100655181
65908	100654059
65908	100654034
65908	100655008
65908	100654521
884517	100654204
884517	100651182
884517	100654455
884517	100653403
884517	100654303
884517	100654022
884517	100655104
884517	100653515
884517	100653275
884517	100652966
991600	100654204
991600	100653515
991600	100651182
991600	100655044
991600	100655042
991600	100654945
991600	100654302
991600	100655212
991600	100655148
991600	100654455
8762410	100654455
8762410	100654847
8762410	100655008
8762410	100654733
8762410	100655113
8762410	100654434
8762410	100655181
8762410	100654303
8762410	100655104
8762410	100654429
6157120	100654204
6157120	100654022
6157120	100653933
6157120	100653403
6157120	100652686
6157120	100651276
6157120	100650527
6157120	100653362
6157120	100645428
3997878	100655104
3997878	100654455
3997878	100654204
3997878	100645543
3997878	100654178
3997878	100654434
3997878	100654762
2925756	100655104
2925756	100654178
2925756	100655148
2925756	100654303
2925756	100651469
2925756	100654204
2925756	100645543
2925756	100654455
2925756	100654434
2925756	100651763
872456	100654455
872456	100654733
872456	100654847
872456	100654339
872456	100654434
872456	100655181
872456	100655044
872456	100655113
872456	100654995
872456	100654734
1237892	100654204
1237892	100651344
1237892	100654022
1237892	100654303
1237892	100654847
1237892	100653403
1237892	100651469
1237892	100653351
1237892	100653327
1237892	100652686
241619	100654204
241619	100651182
241619	100654022
241619	100654455
241619	100654429
241619	100654847
241619	100653515
241619	100653933
241619	100654303
241619	100652966
767180	100651182
767180	100652966
767180	100653515
767180	100654302
767180	100654204
767180	100653892
767180	100653878
767180	100653543
767180	100653351
767180	100653308
2284739	100654945
2284739	100655104
2284739	100654204
2284739	100645543
2284739	100652911
9295152	100654204
9295152	100651182
9295152	100654022
9295152	100652966
9295152	100653515
9295152	100651276
9295152	100651950
9295152	100653933
9295152	100653275
9295152	100650261
1021995	100654204
1021995	100651182
1021995	100652966
1021995	100653892
1021995	100653878
1021995	100653543
1021995	100653351
1021995	100653308
1021995	100652998
1021995	100651276
6539313	100654204
6539313	100655104
6539313	100654455
6539313	100654022
6539313	100651276
6539313	100653933
6539313	100652686
6539313	100650527
6539313	100655241
6539313	100654734
16434	100651182
16434	100652966
16434	100653515
16434	100654204
16434	100653302
16434	100650742
16434	100649853
16434	100649924
16434	100650144
16434	100650156
165695	100654204
165695	100651716
165695	100654712
165695	100654022
165695	100655044
165695	100651276
165695	100655008
165695	100655104
165695	100654339
165695	100654246
4134979	100654204
4134979	100654455
4134979	100654734
4134979	100651182
4134979	100655044
4134979	100654847
4134979	100654109
4134979	100655008
4134979	100654625
4134979	100654022
9494654	100654204
9494654	100654022
9494654	100653933
9494654	100653892
9494654	100654580
9494654	100651276
9494654	100653853
9494654	100653740
9494654	100653403
9494654	100655030
1109151	100655104
1109151	100655148
1109151	100651182
1109151	100653515
1109151	100654455
1109151	100654429
1109151	100654434
1109151	100655008
1109151	100654204
1109151	100654178
4513936	100651182
4513936	100652966
4513936	100654204
4513936	100653515
4513936	100651276
4513936	100651265
4513936	100653892
4513936	100653878
4513936	100653543
4513936	100653351
1103196	100654204
1103196	100651182
1103196	100653515
1103196	100655148
1103196	100654455
1103196	100655042
1103196	100654945
1103196	100654302
1103196	100655044
1103196	100654935
4241280	100654204
4241280	100653515
4241280	100651182
4241280	100654455
4241280	100652966
4241280	100654022
4241280	100654733
4241280	100654434
4241280	100654303
4241280	100654847
7682201	100654204
7682201	100654022
7682201	100651276
222236	100654455
222236	100654733
222236	100655181
222236	100654734
222236	100654847
222236	100566241
222236	100654022
222236	100654204
222236	100655008
222236	100655104
697486	100651182
697486	100653515
697486	100654204
697486	100655044
697486	100655042
697486	100654945
697486	100654302
697486	100654303
697486	100651276
697486	100653826
6856433	100654204
6856433	100651182
6856433	100654022
6856433	100652966
6856433	100653351
6856433	100653515
6856433	100653933
6856433	100653327
6856433	100655030
6856433	100487321
258498	100655104
258498	100651308
258498	100655033
258498	100651343
258498	100655008
258498	100648081
258498	100652328
258498	100654109
258498	100655181
258498	100653986
10445222	100651182
10445222	100653515
10445222	100652966
10445222	100654204
10445222	100651950
10445222	100646812
10445222	100653275
10445222	100649292
10445222	100650220
10445222	100650617
8804	100651182
8804	100652966
8804	100653515
8804	100654204
8804	100653617
8804	100653298
8804	100654935
8804	100654339
8804	100654302
8804	100653826
5857934	100654204
5857934	100654022
451226	100655055
451226	100655052
451226	100655049
451226	100655046
451226	100653397
451226	100655145
451226	100654558
451226	100654204
451226	100655235
451226	100655148
9308489	100654204
9308489	100654022
9308489	100653933
9308489	100653892
9308489	100653853
9308489	100653740
9308489	100653403
9308489	100653298
88741	100654455
88741	100654204
88741	100655033
88741	100655008
88741	100655044
88741	100654034
88741	100654059
88741	100651343
88741	100654712
88741	100653785
15271	100654204
15271	100651182
15271	100653515
15271	100654455
15271	100654022
15271	100652966
15271	100653740
15271	100653853
15271	100653892
15271	100653933
92885	100654204
92885	100651182
92885	100652966
92885	100651344
92885	100654022
92885	100653351
92885	100653515
92885	100651469
92885	100652998
92885	100653308
9498091	100654204
9498091	100654455
9498091	100651182
9498091	100654733
9498091	100654303
9498091	100654022
9498091	100654816
9498091	100654109
9498091	100653515
9498091	100654438
381680	100654455
381680	100654847
381680	100655008
381680	100655104
381680	100654734
381680	100654204
381680	100655044
381680	100654434
381680	100654733
381680	100655181
196187	100651182
196187	100654204
196187	100654455
196187	100652966
196187	100655044
196187	100655148
196187	100654429
196187	100654303
196187	100654434
196187	100603233
451490	100654204
451490	100651182
451490	100654455
451490	100654022
451490	100654434
451490	100653515
451490	100654303
451490	100654760
451490	100655104
451490	100653403
2876148	100654204
2876148	100651182
2876148	100654022
2876148	100653515
2876148	100654837
2876148	100654455
2876148	100653933
2876148	100653892
265805	100651182
265805	100653515
265805	100652966
265805	100653617
265805	100653298
265805	100654204
265805	100653892
265805	100653878
265805	100653543
265805	100653351
1050021	100654204
1050021	100653515
1050021	100651182
1050021	100654935
1050021	100654339
973557	100654733
973557	100654455
973557	100651343
973557	100654746
973557	100651308
973557	100651317
973557	100653403
973557	100655008
973557	100654856
973557	100654734
4736548	100654455
4736548	100655044
4736548	100654847
4736548	100655181
4736548	100655033
4736548	100654734
4736548	100655104
4736548	100655008
4736548	100654733
4736548	100654434
2605830	100654455
2605830	100654204
2605830	100654847
2605830	100651182
2605830	100654434
2605830	100654837
2605830	100654733
2605830	100654734
2605830	100655008
2605830	100654776
322457	100654204
322457	100654455
322457	100651182
322457	100654847
322457	100654022
322457	100654762
322457	100653933
322457	100655113
322457	100654734
322457	100653515
160410	100654455
160410	100654204
160410	100654733
160410	100654847
160410	100651182
160410	100655008
160410	100654434
160410	100655104
160410	100655044
160410	100654837
134001	100654204
134001	100653351
134001	100654022
134001	100653933
134001	100653892
134001	100653853
134001	100653740
134001	100653403
134001	100653327
134001	100651276
66396	100654455
66396	100655008
66396	100655044
66396	100654847
66396	100655104
66396	100655033
66396	100654303
66396	100655181
66396	100653948
66396	100651343
8220115	100653515
8220115	100651182
8220115	100654204
8220115	100653298
5864456	100654204
5864456	100651276
5864456	100654022
5864456	100653933
5864456	100653892
5864456	100653515
5864456	100654453
5864456	100651344
5864456	100651265
5864456	100651247
82350	100654455
82350	100655008
82350	100655044
82350	100654847
82350	100655181
82350	100654762
82350	100654837
82350	100654303
82350	100651343
82350	100655033
387669	100654204
387669	100651182
387669	100654022
387669	100654455
387669	100653515
387669	100652966
387669	100653892
387669	100654178
387669	100653933
387669	100653740
333210	100654455
333210	100654204
333210	100654847
333210	100654734
333210	100651182
333210	100654733
333210	100655104
333210	100655008
333210	100654995
333210	100655119
1825597	100654204
1825597	100654022
1825597	100653933
1825597	100653892
5302723	100654204
5302723	100654455
5302723	100655104
5302723	100654178
732173	100654455
732173	100654204
732173	100655164
732173	100651343
732173	100655044
732173	100652911
732173	100654434
732173	100655104
732173	100655033
732173	100654404
4451336	100654434
4451336	100655104
4451336	100655148
4451336	100654776
4451336	100654429
4451336	100654178
4451336	100654455
4451336	100654746
4451336	100654760
4451336	100654498
2890201	100654204
2890201	100655104
2890201	100651276
4641991	100651182
4641991	100653515
4641991	100652966
4641991	100654204
4641991	100653617
4641991	100653302
4641991	100653351
4641991	100487321
1379321	100654204
1379321	100651182
1379321	100653515
1379321	100654945
1379321	100655148
1379321	100654022
1379321	100654455
1379321	100654303
1379321	100653826
1379321	100654837
223743	100655181
223743	100651182
223743	100654246
223743	100594269
223743	100607521
223743	100608012
223743	100628992
223743	100644736
223743	100652866
223743	100655042
5806609	100655104
5806609	100654204
5806609	100654178
5806609	100654455
5806609	100655148
5806609	100654022
5806609	100651276
5806609	100651763
5806609	100651324
5806609	100653933
3867162	100654204
3867162	100655148
3867162	100655104
3867162	100654455
3867162	100655088
3867162	100654600
3867162	100653617
3867162	100654303
3867162	100654022
3867162	100651469
6646967	100655104
6646967	100654434
6646967	100654303
6646967	100654733
6646967	100654455
6646967	100651469
6646967	100655044
6646967	100639505
6646967	100651232
6646967	100651308
1262118	100655148
1262118	100651182
1262118	100654204
1262118	100653515
1262118	100651276
1262118	100655088
1262118	100654600
1262118	100654551
1262118	100653617
1262118	100654837
318431	100655044
318431	100655148
318431	100655104
318431	100655008
318431	100654204
318431	100651308
318431	100654847
318431	100655092
318431	100655181
318431	100654837
498647	100651182
498647	100652966
498647	100654204
498647	100653515
498647	100650261
498647	100650696
498647	100650677
498647	100650617
498647	100650488
498647	100650444
942644	100654204
942644	100651182
942644	100653515
942644	100655148
942644	100651276
942644	100654022
942644	100655088
942644	100654600
942644	100654551
942644	100653617
9314882	100654204
9314882	100651182
9314882	100654455
9314882	100654733
9314882	100652966
9314882	100654303
9314882	100651321
9314882	100654837
9314882	100654734
9314882	100654705
5401159	100655104
5401159	100655148
5401159	100645543
5401159	100654204
5401159	100654476
5401159	100654455
5401159	100654434
5401159	100653362
5401159	100645428
5401159	100654178
2670267	100651182
2670267	100653515
2670267	100652966
2670267	100654204
2670267	100653785
2670267	100654294
2670267	100654109
2670267	100653892
2670267	100653878
2670267	100653617
21070	100655104
21070	100655181
21070	100654847
21070	100651308
21070	100654837
21070	100654995
21070	100654204
21070	100655092
21070	100655044
21070	100651716
344047	100651182
344047	100653515
344047	100652966
344047	100654455
344047	100655148
344047	100654434
344047	100654945
344047	100654837
344047	100655104
344047	100653617
3706829	100651182
3706829	100652966
3706829	100653515
3706829	100653403
3706829	100653617
3706829	100653298
3706829	100654302
3706829	100653826
3706829	100654204
3706829	100653892
3951684	100655104
3951684	100654455
3951684	100654303
3951684	100654204
3951684	100654476
3951684	100446085
3951684	100655148
3951684	100651469
3951684	100655212
3951684	100654837
2110843	100651182
2110843	100653515
2110843	100652966
2110843	100654204
2110843	100649292
2110843	100646812
1020293	100654204
1020293	100651276
1020293	100651265
1020293	100654022
1020293	100655104
1020293	100654339
1020293	100654337
1020293	100651469
1020293	100651344
1020293	100650811
271665	100654204
271665	100654455
271665	100651182
271665	100654109
271665	100654733
271665	100654734
271665	100655044
271665	100655181
271665	100654847
271665	100654434
2793817	100654455
2793817	100654733
2793817	100654204
2793817	100654847
2793817	100654734
2793817	100651182
2793817	100654746
2793817	100654434
2793817	100654429
2793817	100655113
2887360	100651182
2887360	100652966
2887360	100653515
2887360	100654204
2887360	100654302
2887360	100653826
2887360	100653403
268429	100654204
268429	100654022
268429	100651182
268429	100653515
268429	100652966
268429	100653933
268429	100651402
268429	100487321
268429	100653351
268429	100654178
9231736	100655104
9231736	100654204
9231736	100655008
9231736	100654455
9231736	100651182
9231736	100655044
9231736	100654847
9231736	100654734
9231736	100654705
9231736	100653933
2588014	100654734
2588014	100654847
2588014	100654733
2588014	100655181
2588014	100655033
2588014	100654762
2588014	100654455
2588014	100654521
2588014	100655008
2588014	100655044
172343	100651343
172343	100654455
172343	100653948
172343	100654630
172343	100653397
172343	100655052
172343	100655049
172343	100655046
172343	100655055
172343	100655145
3737910	100654204
3737910	100655104
3737910	100654022
3737910	100654178
3737910	100654837
3737910	100651276
3737910	100645543
3737910	100654455
3737910	100651880
3737910	100651809
10535203	100654204
10535203	100654022
10535203	100654847
10535203	100655123
10535203	100655008
10535203	100651676
10535203	100651396
10535203	100652195
10535203	100654837
10535203	100655033
74555	100651182
74555	100652966
74555	100653515
74555	100654204
74555	100650488
74555	100650992
74555	100650742
74555	100650720
74555	100650696
74555	100650677
215318	100654455
215318	100654847
215318	100654733
215318	100655044
215318	100654434
215318	100654204
215318	100654303
215318	100651182
215318	100655104
215318	100655008
7121364	100654204
7121364	100651344
7121364	100654022
7121364	100653403
7121364	100653351
7121364	100653327
7121364	100651469
7121364	100652686
7121364	100651276
7121364	100650527
169691	100654455
169691	100654733
169691	100654847
169691	100655104
169691	100654837
169691	100654429
169691	100655044
169691	100654853
169691	100654434
169691	100654705
532737	100653515
532737	100655104
532737	100655148
532737	100651182
532737	100655212
532737	100654303
532737	100654945
532737	100655044
532737	100653438
532737	100653826
3781947	100654204
3781947	100651182
3781947	100654455
3781947	100653515
3781947	100654847
3781947	100654995
3781947	100655113
3781947	100655119
3781947	100655164
3781947	100654990
1916800	100655104
1916800	100654178
1916800	100654204
1916800	100645543
